exp,video,segment,SubSegment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
04_07_2024,2024-07-04_11_51_08_772,3,1.0,225,04_07_2024/2024-07-04_11_51_08_772/3/225.jpg,2,8.0,"[106, 60]","[[261.0, 191.0], [197.0, 212.0]]","[0.65775484, 0.42337447]","[206.08, 203.66]","[0, 0]","[120.0, 63.0]","[[262.0, 191.0], [197.0, 212.0]]","[[10.0, 12.0], [7.0, 9.0]]",83.0,91.5,204.87,8.5,8.5,67.36,68.31,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,226,04_07_2024/2024-07-04_11_51_08_772/3/226.jpg,2,8.0,"[257, 96]","[[179.0, 192.0], [262.0, 190.0]]","[0.493905, 0.49120405]","[185.38, 187.09]","[0, 0]","[304.0, 96.0]","[[179.0, 193.0], [262.0, 191.0]]","[[19.0, 16.0], [8.0, 12.0]]",176.5,200.0,186.235,13.5,13.5,83.02,83.02,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,227,04_07_2024/2024-07-04_11_51_08_772/3/227.jpg,2,8.0,"[241, 96]","[[179.0, 193.0], [262.0, 190.0]]","[0.49141717, 0.4912334]","[186.03, 187.09]","[0, 0]","[270.0, 96.0]","[[178.0, 193.0], [262.0, 191.0]]","[[18.0, 15.0], [8.0, 12.0]]",168.5,183.0,186.56,13.0,13.0,83.05,84.02,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,228,04_07_2024/2024-07-04_11_51_08_772/3/228.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,293,04_07_2024/2024-07-04_11_51_08_772/3/293.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,294,04_07_2024/2024-07-04_11_51_08_772/3/294.jpg,2,8.0,"[1899, 46]","[[179.0, 194.0], [259.0, 186.0]]","[0.5667778, 0.38335878]","[226.92, 197.96]","[0, 0]","[2279.0, 56.0]","[[179.0, 194.0], [259.0, 186.0]]","[[43.0, 53.0], [7.0, 8.0]]",972.5,1167.5,212.44,25.0,25.0,80.4,80.4,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,295,04_07_2024/2024-07-04_11_51_08_772/3/295.jpg,2,8.0,"[1933, 46]","[[178.0, 194.0], [259.0, 186.0]]","[0.5663398, 0.38344157]","[226.64, 197.96]","[0, 0]","[2332.0, 56.0]","[[179.0, 194.0], [259.0, 186.0]]","[[44.0, 53.0], [7.0, 8.0]]",989.5,1194.0,212.3,25.5,25.5,81.39,80.4,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,296,04_07_2024/2024-07-04_11_51_08_772/3/296.jpg,1,1.0,[682],"[[194.0, 206.0]]",[0.87469274],[213.13],[0],[891.0],"[[194.0, 207.0]]","[[27.0, 33.0]]",682.0,891.0,213.13,27.0,27.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,297,04_07_2024/2024-07-04_11_51_08_772/3/297.jpg,1,1.0,[638],"[[194.0, 207.0]]",[0.8700822],[214.22],[0],[832.0],"[[194.0, 207.0]]","[[26.0, 32.0]]",638.0,832.0,214.22,26.0,26.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,298,04_07_2024/2024-07-04_11_51_08_772/3/298.jpg,1,1.0,[471],"[[192.0, 206.0]]",[0.8418897],[190.18],[0],[696.0],"[[192.0, 208.0]]","[[24.0, 29.0]]",471.0,696.0,190.18,24.0,24.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,299,04_07_2024/2024-07-04_11_51_08_772/3/299.jpg,1,1.0,[475],"[[192.0, 206.0]]",[0.8465529],[189.92],[0],[696.0],"[[192.0, 208.0]]","[[24.0, 29.0]]",475.0,696.0,189.92,24.0,24.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,300,04_07_2024/2024-07-04_11_51_08_772/3/300.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,305,04_07_2024/2024-07-04_11_51_08_772/3/305.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,306,04_07_2024/2024-07-04_11_51_08_772/3/306.jpg,1,1.0,[157],"[[181.0, 193.0]]",[0.6086214],[197.5],[0],[165.0],"[[181.0, 193.0]]","[[11.0, 15.0]]",157.0,165.0,197.5,11.0,11.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,307,04_07_2024/2024-07-04_11_51_08_772/3/307.jpg,1,1.0,[161],"[[181.0, 193.0]]",[0.6192312],[197.03],[0],[176.0],"[[181.0, 194.0]]","[[11.0, 16.0]]",161.0,176.0,197.03,11.0,11.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,308,04_07_2024/2024-07-04_11_51_08_772/3/308.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,315,04_07_2024/2024-07-04_11_51_08_772/3/315.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,316,04_07_2024/2024-07-04_11_51_08_772/3/316.jpg,1,1.0,[92],"[[145.0, 215.0]]",[0.55836356],[192.57],[0],[121.0],"[[146.0, 216.0]]","[[11.0, 11.0]]",92.0,121.0,192.57,11.0,11.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,317,04_07_2024/2024-07-04_11_51_08_772/3/317.jpg,1,1.0,[92],"[[145.0, 215.0]]",[0.5592892],[192.57],[0],[121.0],"[[146.0, 216.0]]","[[11.0, 11.0]]",92.0,121.0,192.57,11.0,11.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,318,04_07_2024/2024-07-04_11_51_08_772/3/318.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,333,04_07_2024/2024-07-04_11_51_08_772/3/333.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,334,04_07_2024/2024-07-04_11_51_08_772/3/334.jpg,2,8.0,"[255, 300]","[[226.0, 204.0], [227.0, 204.0]]","[0.4003017, 0.33927476]","[175.59, 175.29]","[0, 0]","[308.0, 456.0]","[[226.0, 205.0], [228.0, 205.0]]","[[14.0, 22.0], [19.0, 24.0]]",277.5,382.0,175.44,16.5,16.5,1.0,2.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,335,04_07_2024/2024-07-04_11_51_08_772/3/335.jpg,2,8.0,"[255, 300]","[[226.0, 204.0], [227.0, 204.0]]","[0.40105325, 0.33921796]","[175.59, 175.29]","[0, 0]","[308.0, 456.0]","[[226.0, 205.0], [228.0, 205.0]]","[[14.0, 22.0], [19.0, 24.0]]",277.5,382.0,175.44,16.5,16.5,1.0,2.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,336,04_07_2024/2024-07-04_11_51_08_772/3/336.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,355,04_07_2024/2024-07-04_11_51_08_772/3/355.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,356,04_07_2024/2024-07-04_11_51_08_772/3/356.jpg,1,1.0,[252],"[[224.0, 202.0]]",[0.6485589],[200.24],[0],[330.0],"[[224.0, 204.0]]","[[15.0, 22.0]]",252.0,330.0,200.24,15.0,15.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,357,04_07_2024/2024-07-04_11_51_08_772/3/357.jpg,1,1.0,[252],"[[224.0, 202.0]]",[0.64774704],[200.24],[0],[330.0],"[[224.0, 204.0]]","[[15.0, 22.0]]",252.0,330.0,200.24,15.0,15.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,358,04_07_2024/2024-07-04_11_51_08_772/3/358.jpg,2,8.0,"[174, 274]","[[224.0, 203.0], [223.0, 201.0]]","[0.44927734, 0.34146082]","[196.42, 193.83]","[0, 0]","[234.0, 368.0]","[[223.0, 205.0], [223.0, 203.0]]","[[13.0, 18.0], [16.0, 23.0]]",224.0,301.0,195.125,14.5,14.5,2.24,2.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,359,04_07_2024/2024-07-04_11_51_08_772/3/359.jpg,2,8.0,"[231, 298]","[[224.0, 202.0], [224.0, 201.0]]","[0.39205256, 0.31853536]","[186.37, 185.52]","[0, 0]","[345.0, 486.0]","[[224.0, 204.0], [225.0, 202.0]]","[[15.0, 23.0], [18.0, 27.0]]",264.5,415.5,185.945,16.5,16.5,1.0,2.24,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,360,04_07_2024/2024-07-04_11_51_08_772/3/360.jpg,2,8.0,"[229, 287]","[[224.0, 202.0], [224.0, 201.0]]","[0.39344487, 0.31992918]","[186.45, 185.7]","[0, 0]","[322.0, 486.0]","[[224.0, 204.0], [225.0, 203.0]]","[[14.0, 23.0], [18.0, 27.0]]",258.0,404.0,186.075,16.0,16.0,1.0,1.41,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,361,04_07_2024/2024-07-04_11_51_08_772/3/361.jpg,2,8.0,"[231, 286]","[[224.0, 202.0], [224.0, 201.0]]","[0.39205545, 0.31842372]","[186.37, 185.7]","[0, 0]","[345.0, 486.0]","[[224.0, 204.0], [225.0, 202.0]]","[[15.0, 23.0], [18.0, 27.0]]",258.5,415.5,186.035,16.5,16.5,1.0,2.24,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,362,04_07_2024/2024-07-04_11_51_08_772/3/362.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,395,04_07_2024/2024-07-04_11_51_08_772/3/395.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,396,04_07_2024/2024-07-04_11_51_08_772/3/396.jpg,1,1.0,[93],"[[270.0, 235.0]]",[0.7625906],[168.84],[0],[110.0],"[[271.0, 236.0]]","[[10.0, 11.0]]",93.0,110.0,168.84,10.0,10.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,397,04_07_2024/2024-07-04_11_51_08_772/3/397.jpg,1,1.0,[93],"[[270.0, 235.0]]",[0.7625601],[168.84],[0],[110.0],"[[271.0, 236.0]]","[[10.0, 11.0]]",93.0,110.0,168.84,10.0,10.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,398,04_07_2024/2024-07-04_11_51_08_772/3/398.jpg,1,1.0,[77],"[[271.0, 236.0]]",[0.60690516],[184.91],[0],[90.0],"[[271.0, 236.0]]","[[9.0, 10.0]]",77.0,90.0,184.91,9.0,9.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,399,04_07_2024/2024-07-04_11_51_08_772/3/399.jpg,1,1.0,[80],"[[270.0, 234.0]]",[0.60125226],[180.56],[0],[100.0],"[[270.0, 234.0]]","[[10.0, 10.0]]",80.0,100.0,180.56,10.0,10.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,400,04_07_2024/2024-07-04_11_51_08_772/3/400.jpg,1,1.0,[80],"[[270.0, 234.0]]",[0.6013257],[180.56],[0],[100.0],"[[270.0, 234.0]]","[[10.0, 10.0]]",80.0,100.0,180.56,10.0,10.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,401,04_07_2024/2024-07-04_11_51_08_772/3/401.jpg,1,1.0,[81],"[[270.0, 234.0]]",[0.60163665],[180.46],[0],[100.0],"[[270.0, 234.0]]","[[10.0, 10.0]]",81.0,100.0,180.46,10.0,10.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,402,04_07_2024/2024-07-04_11_51_08_772/3/402.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,403,04_07_2024/2024-07-04_11_51_08_772/3/403.jpg,0,0.0,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,404,04_07_2024/2024-07-04_11_51_08_772/3/404.jpg,1,1.0,[638],"[[268.0, 226.0]]",[0.5235595],[211.04],[0],[1064.0],"[[268.0, 226.0]]","[[28.0, 38.0]]",638.0,1064.0,211.04,28.0,28.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,405,04_07_2024/2024-07-04_11_51_08_772/3/405.jpg,1,1.0,[3868],"[[279.0, 211.0]]",[0.6567186],[231.5],[0],[5320.0],"[[281.0, 212.0]]","[[70.0, 76.0]]",3868.0,5320.0,231.5,70.0,70.0,0.0,0.0,1,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,406,04_07_2024/2024-07-04_11_51_08_772/3/406.jpg,1,1.0,[3826],"[[280.0, 211.0]]",[0.6571249],[231.68],[0],[5320.0],"[[281.0, 212.0]]","[[70.0, 76.0]]",3826.0,5320.0,231.68,70.0,70.0,0.0,0.0,1,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,407,04_07_2024/2024-07-04_11_51_08_772/3/407.jpg,1,1.0,[3819],"[[280.0, 211.0]]",[0.6554297],[231.71],[0],[5244.0],"[[281.0, 212.0]]","[[69.0, 76.0]]",3819.0,5244.0,231.71,69.0,69.0,0.0,0.0,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,408,04_07_2024/2024-07-04_11_51_08_772/3/408.jpg,1,1.0,[11828],"[[284.0, 182.0]]",[0.6999991],[232.25],[0],[18250.0],"[[283.0, 183.0]]","[[125.0, 146.0]]",11828.0,18250.0,232.25,125.0,125.0,0.0,0.0,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,409,04_07_2024/2024-07-04_11_51_08_772/3/409.jpg,1,1.0,[11896],"[[284.0, 182.0]]",[0.69870186],[232.19],[0],[18104.0],"[[283.0, 183.0]]","[[124.0, 146.0]]",11896.0,18104.0,232.19,124.0,124.0,0.0,0.0,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,410,04_07_2024/2024-07-04_11_51_08_772/3/410.jpg,2,8.0,"[7125, 9254]","[[308.0, 162.0], [299.0, 173.0]]","[0.493911, 0.44998637]","[232.33, 230.07]","[0, 0]","[10494.0, 15481.0]","[[305.0, 158.0], [297.0, 171.0]]","[[99.0, 106.0], [113.0, 137.0]]",8189.5,12987.5,231.2,106.0,106.0,14.21,15.26,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,411,04_07_2024/2024-07-04_11_51_08_772/3/411.jpg,3,27.0,"[2213, 419, 345]","[[306.0, 173.0], [345.0, 115.0], [240.0, 253.0]]","[0.52634686, 0.43507698, 0.32684803]","[232.2, 238.93, 228.39]","[0, 0, 0]","[3894.0, 483.0, 360.0]","[[307.0, 171.0], [346.0, 116.0], [240.0, 254.0]]","[[59.0, 66.0], [23.0, 21.0], [15.0, 24.0]]",992.3333333,1579.0,233.1733333,32.33333333,32.33333333,115.67,116.03,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,412,04_07_2024/2024-07-04_11_51_08_772/3/412.jpg,3,27.0,"[2241, 398, 456]","[[306.0, 173.0], [345.0, 116.0], [239.0, 251.0]]","[0.5246714, 0.4351241, 0.3023607]","[232.08, 239.54, 225.87]","[0, 0, 0]","[3894.0, 483.0, 464.0]","[[307.0, 171.0], [346.0, 116.0], [240.0, 252.0]]","[[59.0, 66.0], [23.0, 21.0], [16.0, 29.0]]",1031.666667,1613.666667,232.4966667,32.66666667,32.66666667,114.51,114.99,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,413,04_07_2024/2024-07-04_11_51_08_772/3/413.jpg,3,27.0,"[2192, 419, 460]","[[306.0, 172.0], [345.0, 115.0], [239.0, 251.0]]","[0.52557, 0.43496168, 0.32040393]","[232.26, 238.93, 226.1]","[0, 0, 0]","[3770.0, 483.0, 480.0]","[[307.0, 171.0], [346.0, 116.0], [240.0, 252.0]]","[[58.0, 65.0], [23.0, 21.0], [16.0, 30.0]]",1023.666667,1577.666667,232.43,32.33333333,32.33333333,115.03,114.99,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,414,04_07_2024/2024-07-04_11_51_08_772/3/414.jpg,3,27.0,"[2956, 284, 397]","[[319.0, 185.0], [358.0, 127.0], [233.0, 286.0]]","[0.7456023, 0.578566, 0.5278037]","[223.54, 229.83, 228.35]","[0, 0, 0]","[4828.0, 320.0, 456.0]","[[318.0, 182.0], [358.0, 127.0], [234.0, 286.0]]","[[68.0, 71.0], [16.0, 20.0], [19.0, 24.0]]",1212.333333,1868.0,227.24,34.33333333,34.33333333,134.93,134.44,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,415,04_07_2024/2024-07-04_11_51_08_772/3/415.jpg,4,64.0,"[2930, 280, 388, 517]","[[319.0, 184.0], [358.0, 126.0], [233.0, 286.0], [232.0, 285.0]]","[0.7417694, 0.57737184, 0.52100426, 0.3955537]","[223.62, 229.9, 228.51, 221.72]","[0, 0, 0, 0]","[4760.0, 320.0, 456.0, 648.0]","[[319.0, 182.0], [358.0, 127.0], [234.0, 286.0], [233.0, 286.0]]","[[68.0, 70.0], [16.0, 20.0], [19.0, 24.0], [24.0, 27.0]]",1028.75,1546.0,225.9375,31.75,31.75,123.99,123.6,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,416,04_07_2024/2024-07-04_11_51_08_772/3/416.jpg,2,8.0,"[463, 323]","[[345.0, 190.0], [366.0, 149.0]]","[0.51029557, 0.3872867]","[216.98, 209.59]","[0, 0]","[651.0, 374.0]","[[346.0, 192.0], [366.0, 150.0]]","[[21.0, 31.0], [17.0, 22.0]]",393.0,512.5,213.285,19.0,19.0,46.07,46.52,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,417,04_07_2024/2024-07-04_11_51_08_772/3/417.jpg,2,8.0,"[561, 985]","[[354.0, 201.0], [356.0, 193.0]]","[0.5731608, 0.5200352]","[205.83, 204.42]","[0, 0]","[924.0, 1500.0]","[[354.0, 203.0], [355.0, 195.0]]","[[22.0, 42.0], [25.0, 60.0]]",773.0,1212.0,205.125,23.5,23.5,8.25,8.06,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,418,04_07_2024/2024-07-04_11_51_08_772/3/418.jpg,2,8.0,"[561, 972]","[[354.0, 201.0], [356.0, 193.0]]","[0.57739353, 0.51149964]","[205.83, 204.46]","[0, 0]","[924.0, 1500.0]","[[354.0, 203.0], [355.0, 195.0]]","[[22.0, 42.0], [25.0, 60.0]]",766.5,1212.0,205.145,23.5,23.5,8.25,8.06,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,419,04_07_2024/2024-07-04_11_51_08_772/3/419.jpg,2,8.0,"[561, 985]","[[354.0, 201.0], [356.0, 193.0]]","[0.5731314, 0.51989055]","[205.83, 204.42]","[0, 0]","[924.0, 1500.0]","[[354.0, 203.0], [355.0, 195.0]]","[[22.0, 42.0], [25.0, 60.0]]",773.0,1212.0,205.125,23.5,23.5,8.25,8.06,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,420,04_07_2024/2024-07-04_11_51_08_772/3/420.jpg,1,1.0,[234],"[[364.0, 206.0]]",[0.70253205],[199.42],[0],[336.0],"[[364.0, 207.0]]","[[14.0, 24.0]]",234.0,336.0,199.42,14.0,14.0,0.0,0.0,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,421,04_07_2024/2024-07-04_11_51_08_772/3/421.jpg,1,1.0,[234],"[[364.0, 206.0]]",[0.7034516],[199.42],[0],[336.0],"[[364.0, 207.0]]","[[14.0, 24.0]]",234.0,336.0,199.42,14.0,14.0,0.0,0.0,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,422,04_07_2024/2024-07-04_11_51_08_772/3/422.jpg,4,64.0,"[320, 62, 45, 29]","[[373.0, 231.0], [307.0, 224.0], [372.0, 298.0], [370.0, 278.0]]","[0.7851457, 0.4320068, 0.41153446, 0.3423234]","[187.86, 181.58, 172.67, 179.23]","[0, 0, 0, 0]","[420.0, 63.0, 48.0, 32.0]","[[374.0, 234.0], [307.0, 225.0], [373.0, 299.0], [371.0, 278.0]]","[[15.0, 28.0], [7.0, 9.0], [6.0, 8.0], [4.0, 8.0]]",114.0,140.75,180.335,8.0,8.0,63.67,63.34,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,423,04_07_2024/2024-07-04_11_51_08_772/3/423.jpg,2,8.0,"[136, 235]","[[373.0, 304.0], [375.0, 243.0]]","[0.7152213, 0.3426547]","[208.28, 184.2]","[0, 0]","[144.0, 264.0]","[[373.0, 304.0], [375.0, 243.0]]","[[9.0, 16.0], [11.0, 24.0]]",185.5,204.0,196.24,10.0,10.0,61.03,61.03,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,424,04_07_2024/2024-07-04_11_51_08_772/3/424.jpg,2,8.0,"[136, 236]","[[373.0, 304.0], [375.0, 243.0]]","[0.7226052, 0.34148923]","[208.35, 184.15]","[0, 0]","[144.0, 264.0]","[[373.0, 304.0], [375.0, 243.0]]","[[9.0, 16.0], [11.0, 24.0]]",186.0,204.0,196.25,10.0,10.0,61.03,61.03,1,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,425,04_07_2024/2024-07-04_11_51_08_772/3/425.jpg,2,8.0,"[136, 235]","[[373.0, 304.0], [375.0, 243.0]]","[0.7155502, 0.34195462]","[208.28, 184.2]","[0, 0]","[144.0, 264.0]","[[373.0, 304.0], [375.0, 243.0]]","[[9.0, 16.0], [11.0, 24.0]]",185.5,204.0,196.24,10.0,10.0,61.03,61.03,0,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,426,04_07_2024/2024-07-04_11_51_08_772/3/426.jpg,1,1.0,[116],"[[380.0, 305.0]]",[0.68769443],[205.88],[0],[132.0],"[[380.0, 305.0]]","[[11.0, 12.0]]",116.0,132.0,205.88,11.0,11.0,0.0,0.0,0,1,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,427,04_07_2024/2024-07-04_11_51_08_772/3/427.jpg,1,1.0,[119],"[[380.0, 305.0]]",[0.690564],[205.48],[0],[144.0],"[[380.0, 305.0]]","[[12.0, 12.0]]",119.0,144.0,205.48,12.0,12.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,428,04_07_2024/2024-07-04_11_51_08_772/3/428.jpg,1,1.0,[425],"[[382.0, 305.0]]",[0.48136693],[197.59],[0],[650.0],"[[384.0, 307.0]]","[[25.0, 26.0]]",425.0,650.0,197.59,25.0,25.0,0.0,0.0,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,429,04_07_2024/2024-07-04_11_51_08_772/3/429.jpg,2,8.0,"[172, 356]","[[379.0, 311.0], [382.0, 307.0]]","[0.47924852, 0.37154007]","[209.98, 208.92]","[0, 0]","[180.0, 506.0]","[[379.0, 312.0], [384.0, 309.0]]","[[12.0, 15.0], [22.0, 23.0]]",264.0,343.0,209.45,17.0,17.0,5.0,5.83,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,430,04_07_2024/2024-07-04_11_51_08_772/3/430.jpg,2,8.0,"[172, 356]","[[379.0, 311.0], [382.0, 307.0]]","[0.47921962, 0.3717129]","[209.98, 208.92]","[0, 0]","[180.0, 506.0]","[[379.0, 312.0], [384.0, 309.0]]","[[12.0, 15.0], [22.0, 23.0]]",264.0,343.0,209.45,17.0,17.0,5.0,5.83,0,0,0
04_07_2024,2024-07-04_11_51_08_772,3,1.0,431,04_07_2024/2024-07-04_11_51_08_772/3/431.jpg,2,8.0,"[171, 356]","[[379.0, 311.0], [382.0, 307.0]]","[0.47860843, 0.37219682]","[210.55, 208.92]","[0, 0]","[180.0, 506.0]","[[379.0, 311.0], [384.0, 309.0]]","[[12.0, 15.0], [22.0, 23.0]]",263.5,343.0,209.735,17.0,17.0,5.0,5.39,0,0,0
,,0,0.0,0,//0/0.jpg,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
04_07_2024,2024-07-04_11_51_08_772,4,1.0,66,04_07_2024/2024-07-04_11_51_08_772/4/66.jpg,1,1.0,[1517],"[[278.0, 315.0]]",[0.88004136],[228.16],[0],[2590.0],"[[278.0, 316.0]]","[[37.0, 70.0]]",1517.0,2590.0,228.16,37.0,37.0,0.0,0.0,1,0,0
04_07_2024,2024-07-04_11_51_08_772,4,1.0,67,04_07_2024/2024-07-04_11_51_08_772/4/67.jpg,1,1.0,[1517],"[[278.0, 315.0]]",[0.87998605],[228.16],[0],[2590.0],"[[278.0, 316.0]]","[[37.0, 70.0]]",1517.0,2590.0,228.16,37.0,37.0,0.0,0.0,1,0,0
04_07_2024,2024-07-04_11_51_08_772,4,1.0,68,04_07_2024/2024-07-04_11_51_08_772/4/68.jpg,3,27.0,"[4674, 110, 93]","[[256.0, 250.0], [119.0, 239.0], [263.0, 365.0]]","[0.79294676, 0.4245101, 0.30559337]","[207.82, 189.19, 185.76]","[0, 0, 0]","[10507.0, 150.0, 120.0]","[[251.0, 245.0], [119.0, 240.0], [263.0, 365.0]]","[[79.0, 133.0], [10.0, 15.0], [10.0, 12.0]]",1625.666667,3592.333333,194.2566667,33.0,33.0,148.0,147.79,1,1,0
